predicate,source,target,key,all_data
length_sim,bd_asymmetric_unbala_x_0000_12,bd_asymmetric_unbala_x_0000_5,0,"{""predicate"": ""length_sim"", ""source"": ""geometry""}"
angle_sim,bd_asymmetric_unbala_x_0000_12,bd_asymmetric_unbala_x_0000_5,1,"{""predicate"": ""angle_sim"", ""source"": ""geometry""}"
length_sim,bd_asymmetric_unbala_x_0000_12,bd_asymmetric_unbala_x_0000_6,0,"{""predicate"": ""length_sim"", ""source"": ""geometry""}"
angle_sim,bd_asymmetric_unbala_x_0000_12,bd_asymmetric_unbala_x_0000_6,1,"{""predicate"": ""angle_sim"", ""source"": ""geometry""}"
length_sim,bd_asymmetric_unbala_x_0000_12,bd_asymmetric_unbala_x_0000_7,0,"{""predicate"": ""length_sim"", ""source"": ""geometry""}"
angle_sim,bd_asymmetric_unbala_x_0000_12,bd_asymmetric_unbala_x_0000_7,1,"{""predicate"": ""angle_sim"", ""source"": ""geometry""}"
length_sim,bd_asymmetric_unbala_x_0000_12,bd_asymmetric_unbala_x_0000_8,0,"{""predicate"": ""length_sim"", ""source"": ""geometry""}"
angle_sim,bd_asymmetric_unbala_x_0000_12,bd_asymmetric_unbala_x_0000_8,1,"{""predicate"": ""angle_sim"", ""source"": ""geometry""}"
length_sim,bd_asymmetric_unbala_x_0000_12,bd_asymmetric_unbala_x_0000_9,0,"{""predicate"": ""length_sim"", ""source"": ""geometry""}"
angle_sim,bd_asymmetric_unbala_x_0000_12,bd_asymmetric_unbala_x_0000_9,1,"{""predicate"": ""angle_sim"", ""source"": ""geometry""}"
length_sim,bd_asymmetric_unbala_x_0000_12,bd_asymmetric_unbala_x_0000_10,0,"{""predicate"": ""length_sim"", ""source"": ""geometry""}"
angle_sim,bd_asymmetric_unbala_x_0000_12,bd_asymmetric_unbala_x_0000_10,1,"{""predicate"": ""angle_sim"", ""source"": ""geometry""}"
length_sim,bd_asymmetric_unbala_x_0000_12,bd_asymmetric_unbala_x_0000_11,0,"{""predicate"": ""length_sim"", ""source"": ""geometry""}"
angle_sim,bd_asymmetric_unbala_x_0000_12,bd_asymmetric_unbala_x_0000_11,1,"{""predicate"": ""angle_sim"", ""source"": ""geometry""}"
length_sim,bd_asymmetric_unbala_x_0000_12,bd_asymmetric_unbala_x_0000_12,0,"{""predicate"": ""length_sim"", ""source"": ""geometry""}"
angle_sim,bd_asymmetric_unbala_x_0000_12,bd_asymmetric_unbala_x_0000_12,1,"{""predicate"": ""angle_sim"", ""source"": ""geometry""}"
next_action,bd_asymmetric_unbala_x_0000_12,bd_asymmetric_unbala_x_0000_13,0,"{""predicate"": ""next_action"", ""source"": ""program""}"
length_sim,bd_asymmetric_unbala_x_0000_12,bd_asymmetric_unbala_x_0000_13,1,"{""predicate"": ""length_sim"", ""source"": ""geometry""}"
angle_sim,bd_asymmetric_unbala_x_0000_12,bd_asymmetric_unbala_x_0000_13,2,"{""predicate"": ""angle_sim"", ""source"": ""geometry""}"
length_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_0,0,"{""predicate"": ""length_sim"", ""source"": ""geometry""}"
angle_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_0,1,"{""predicate"": ""angle_sim"", ""source"": ""geometry""}"
length_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_1,0,"{""predicate"": ""length_sim"", ""source"": ""geometry""}"
angle_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_1,1,"{""predicate"": ""angle_sim"", ""source"": ""geometry""}"
length_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_2,0,"{""predicate"": ""length_sim"", ""source"": ""geometry""}"
angle_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_2,1,"{""predicate"": ""angle_sim"", ""source"": ""geometry""}"
length_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_3,0,"{""predicate"": ""length_sim"", ""source"": ""geometry""}"
angle_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_3,1,"{""predicate"": ""angle_sim"", ""source"": ""geometry""}"
length_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_4,0,"{""predicate"": ""length_sim"", ""source"": ""geometry""}"
angle_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_4,1,"{""predicate"": ""angle_sim"", ""source"": ""geometry""}"
length_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_5,0,"{""predicate"": ""length_sim"", ""source"": ""geometry""}"
angle_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_5,1,"{""predicate"": ""angle_sim"", ""source"": ""geometry""}"
length_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_6,0,"{""predicate"": ""length_sim"", ""source"": ""geometry""}"
angle_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_6,1,"{""predicate"": ""angle_sim"", ""source"": ""geometry""}"
length_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_7,0,"{""predicate"": ""length_sim"", ""source"": ""geometry""}"
angle_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_7,1,"{""predicate"": ""angle_sim"", ""source"": ""geometry""}"
length_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_8,0,"{""predicate"": ""length_sim"", ""source"": ""geometry""}"
angle_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_8,1,"{""predicate"": ""angle_sim"", ""source"": ""geometry""}"
length_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_9,0,"{""predicate"": ""length_sim"", ""source"": ""geometry""}"
angle_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_9,1,"{""predicate"": ""angle_sim"", ""source"": ""geometry""}"
length_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_10,0,"{""predicate"": ""length_sim"", ""source"": ""geometry""}"
angle_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_10,1,"{""predicate"": ""angle_sim"", ""source"": ""geometry""}"
length_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_11,0,"{""predicate"": ""length_sim"", ""source"": ""geometry""}"
angle_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_11,1,"{""predicate"": ""angle_sim"", ""source"": ""geometry""}"
length_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_12,0,"{""predicate"": ""length_sim"", ""source"": ""geometry""}"
angle_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_12,1,"{""predicate"": ""angle_sim"", ""source"": ""geometry""}"
length_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_13,0,"{""predicate"": ""length_sim"", ""source"": ""geometry""}"
angle_sim,bd_asymmetric_unbala_x_0000_13,bd_asymmetric_unbala_x_0000_13,1,"{""predicate"": ""angle_sim"", ""source"": ""geometry""}"
